original_id	templeate_id	caption_0	caption_1	class	template	modification_rule	template_details	modification_examples
85	85_v2	the person who is wearing a crown is kissing a frog	the person is kissing a frog who is wearing a crown	no-tag	[object1] [action1 = who is wearing [object3]] be [doing] [object2] [action2=None]	[action1] and [action2]	{"structure": "[object1] [action1 = who is wearing [object3]] be [doing] [object2] [action2=None]","structure_reason": "The common syntax structure of the two sentences is that they both use a complex sentence pattern that describes a person kissing a frog while wearing or not wearing a crown. The sentences describe a scene that involves a person, a frog, and a crown, and how these elements are related to each other. ","swapped_elements": "[action1] and [action2]","swapped_elements_reason": "The two sentences have swapped the positions of the relative clauses that describe the action or appearance of the person and the frog. In the first sentence, the relative clause 'who is wearing a crown' modifies the subject 'the person', while in the second sentence, the relative clause 'who is wearing a crown' modifies the object 'a frog'. This swap highlights the different elements that are being emphasized in the two sentences. The sentences have the same subject, predicate, and object structure. However, the difference in the position of the relative clauses affects the meaning of the sentences, with one sentence emphasizing the person's action, while the other emphasizes the frog's action."}	For example, new_text_1 = \the person who is wearing a crown is kissing a frog\". Only Move the phrase \"who is wearing a crown\" after \"a person\" to \"a frog\" and keep the other words unchanged to generate \"new_text_2\"=\"the person is kissing a frog who is wearing a crown\" "
87	87	The uncaged bird has an opened cage door	The caged bird has an unopened cage door	no-tag	[Modifier1][Subject][Verb][Modifier2][Object]	[Modifier1] and [Modifier2]	{"structure": "[Modifier1][Subject][Verb][Modifier2][Object]", "structure_reason": "The common syntax structure of both sentences is a simple sentence with a subject, a verb, and two noun modifiers that describe the subject and the object. The first modifier, 'uncaged', describes the subject 'bird' in the first sentence, and the second modifier, 'opened', describes the object 'cage door'. In the second sentence, the first modifier, 'caged', describes the subject 'bird', and the second modifier, 'unopened', describes the object 'cage door'.","swapped_elements":"[Modifier1] and [Modifier2]","swapped_elements_reason":"In the second sentence, the two noun modifiers that describe the subject and the object are swapped. In the original sentence, the first modifier 'uncaged' describes the subject 'bird', while the second modifier 'opened' describes the object 'cage door'. In the second sentence, the first modifier 'caged' describes the subject 'bird', and the second modifier 'unopened' describes the object 'cage door'. This swap changes the meaning of the sentence by describing the opposite state of the bird and the cage door."}	For example, new_text_1 = \The uncaged bird has an opened cage door\". Only Swap the \"uncaged\鈥 and \"opened\" and keep the other words unchanged to generate \"new_text_2\"=\"The caged bird has an unopened cage door\" "
89	89_v2	the person in pink was close to winning but the person in yellow was not	the person in yellow was close to winning but the person in pink was not	no-tag	[Object1] [Prepositional Phrase1] be close to [Verb] but [Object2] [Prep Phrase2] be not.	[Prepositional Phrase1] and [Prepositional Phrase2]	{"structure": "[Object1] [Prepositional Phrase1] be close to [Verb] but [Object2] [Prep Phrase2] be not.","structure_reason": "The common syntax structure of the two sentences is that they both follow the pattern of '[Object1] [Prepositional Phrase1] be close to [Verb] but [Object2] [Prep Phrase2] be not.' In both sentences, [Object1] represents the person in pink/yellow, [Prepositional Phrase1] provides additional information about the person, 'be close to' expresses the proximity, [Verb] represents 'winning', [Object2] represents the person in yellow/pink, and [Prep Phrase2] provides additional information about the person. The overall structure remains the same in both sentences.","swapped_elements":"[Prepositional Phrase1] and [Prepositional Phrase2]","swapped_elements_reason":"The elements that are swapped between the two sentences are the prepositional phrases [Prepositional Phrase1] and [Prep Phrase2]. In the first sentence, [Prepositional Phrase1] describes the person in pink and [Prep Phrase2] describes the person in yellow. In the second sentence, [Prepositional Phrase1] describes the person in yellow and [Prep Phrase2] describes the person in pink."}	For example, new_text_1 = \the person in pink was close to winning but the person in yellow was not\". Only Swap the \"in pink\" and \"in yellow\" and keep the other words unchanged to generate \"new_text_2\"=\"the person in yellow was close to winning but the person in pink was not\" "
90	90	two humans and one wheel	two wheels and one human	no-tag	 ([location], ) [num1] [object1] and [num2] [object2]	[num1] and [num2]	{"structure": " ([location], ) [num1] [object1] and [num2] [object2]", "structure_reason": "The common syntax structure of the two sentences is that they both use the same subject-verb-object pattern with two noun phrases connected by the coordinating conjunction 'and', where the subject is implied as 'there are'. The first sentence describes the quantity of two humans and one wheel, while the second sentence describes the quantity of two wheels and one human.","swapped_elements": "[num1] and [num2]","swapped_elements_reason": "The two sentences have swapped the quantities and types of the nouns described in the noun phrases. In the first sentence, the quantity of humans is 'two' and the quantity of wheels is 'one', while in the second sentence, the quantity of humans is 'one' and the quantity of wheels is 'two'. The two elements are swapped to create a contrast between the situations described in the two sentences, emphasizing the difference in the quantities and types of the objects being described."}	For example, new_text_1 = \two humans and one wheel\". Only Swap the \"human\" and \"wheel\" and keep the other words unchanged to generate \"new_text_2\"=\"two wheels and one human\" "
92	92	someone talks on the phone angrily while another person sits happily	someone talks on the phone happily while another person sits angrily	no-tag	[object1][action1][adverb(emotion)1] while [object2][action2][adverb(emotion)2]	adverb(emotion)1 and adverb(emotion)2	{"structure": "[object1][action1][adverb(emotion)1] while [object2][action2][adverb(emotion)2]","structure_reason": "The common structure of the two sentences is to describe a scene where two people are doing different actions at the same time. [object1] represents the first person who performs [action1] with an [adverb(emotion)1], while [object2] performs [action2] with an [adverb(emotion)2]. The sentence structure is [object1] + [action1] + [adverb(emotion)1] + 'while' + [object2] + [action2] + [adverb(emotion)2].","swapped_elements": "adverb(emotion)1 and adverb(emotion)2","swapped_elements_reason": "The two sentences have swapped the adverbs that describe the emotional states or degree of the two persons. In the first sentence, one person is happy while the other is angry. In the second sentence, one person is angry while the other is happy. This swap highlights the different emotional states of the two persons in the described scenes. However, the sentence structure remains the same."}	For example, new_text_1 = \someone talks on the phone angrily while another person sits happily\". Only Swap the \"angrily\" and \"happily\" and keep the other words unchanged to generate \"new_text_2\"=\"someone talks on the phone happily while another person sits angrily\" "
94	94	The dog rides without a visible tongue	The dog rides with a visible tongue out	no-tag	[subject][action] with/without [object]	The prepositions 'with' and 'without' are swapped.	{"structure": "[subject][action] with/without [object]","structure_reason": "The common syntax structure of the two sentences is that they both use a simple sentence pattern that describes a dog riding and whether or not its tongue is visible. The sentences describe a scene that involves a dog and how it is riding. ","swapped_elements": "The prepositions 'with' and 'without' are swapped.","swapped_elements_reason": "The two sentences have the same subject, predicate, object, and complement structure, with the only difference being the use of the preposition 'with' or 'without' to describe the visibility of the dog's tongue. In the first sentence, the preposition 'without' is used, indicating that the dog is riding without a visible tongue. In the second sentence, the preposition 'with' is used, indicating that the dog is riding with a visible tongue out. The prepositions are swapped, which affects the meaning of the sentences, with one sentence emphasizing the lack of a tongue, and the other emphasizing its visibility."}	For example, new_text_1 = \The dog rides without a visible tongue\". Only change the \"without a visible tongue\鈥 to \"with a visible tongue out\" and keep the other words unchanged to generate \"new_text_2\"=\"The dog rides with a visible tongue out\" "
98	98	someone on the ground is spraying water towards a vehicle	someone is on a vehicle spraying water towards the ground	no-tag	[Subject][Location][Verb][Object][Direction]	[Location] and [Direction]	{"structure": "[Subject][Location][Verb][Object][Direction]", "structure_reason": "The common syntax structure of the two sentences is [Subject][Location][Verb][Object][Direction]. In both sentences, 'someone' is the subject, 'is spraying' is the verb, 'water' is the object, and 'towards' is the preposition that introduces the directional phrase. The only difference between the two sentences is the order of the location and direction phrases. In the first sentence, the location phrase 'on the ground' comes before the direction phrase 'towards a vehicle'. In the second sentence, the location phrase 'on a vehicle' comes after the object 'water' and before the direction phrase 'towards the ground'.","swapped_elements":"[Location] and [Direction]","swapped_elements_reason":"The elements that are swapped between the two sentences are the 'Location' and 'Direction'. In the first sentence, the 'Location' phrase is 'on the ground', and the 'Direction' phrase is 'towards a vehicle'. In the second sentence, the 'Location' phrase is 'on a vehicle', and the 'Direction' phrase is 'towards the ground'. The 'Location' and 'Direction' phrases have swapped places in the two sentences, while the other elements have remained in the same position."}	For example, new_text_1 = \someone on the ground is spraying water towards a vehicle\". Only Swap the \"ground\" and \"vehicle\" and keep the other words unchanged to generate \"new_text_2\"=\"someone is on a vehicle spraying water towards the ground\" "
99	99	the dog wears as a hat what someone would normally bite	the dog bites what someone would normally wear as a hat	no-tag	[object1][action1][object2] which [object3] would normally [action2]	The actions [action1] and [action2] are swapped between the two sentences.	{"structure": "[object1][action1][object2] which [object3] would normally [action2]","structure_reason": "The common syntax structure of the two sentences is a complex sentence pattern that describes the relationship between a dog and an unusual object, one that is either worn as a hat or bitten. The sentences describe a scene that involves a dog, an object, and how they are related to each other. ","swapped_elements": "The actions [action1] and [action2] are swapped between the two sentences.","swapped_elements_reason": "The two sentences have a similar structure, but with different actions. In the first sentence, the dog is wearing something that someone would normally bite, while in the second sentence, the dog is biting something that someone would normally wear as a hat. Thus, the actions are swapped between the two sentences, which changes the meaning of the sentences and emphasizes different aspects of the scene."}	For example, new_text_1 = \the dog wears as a hat what someone would normally bite\". Only Swap the \"wear\鈥 to \"bite\" and keep the other words unchanged to generate \"new_text_2\"=\"the dog bites what someone would normally wear as a hat\" "
100	100_v1	the happy one is on the left and the upset one is on the right	the upset one is on the left and the happy one is on the right	no-tag	[Adjective(emotion)1] [Object1] be [Location1] and [Adjective(emotion)2] [Object2] be [Location2]	[Adjective(emotion)1] and [Adjective(emotion)2]	{"structure": "[Adjective(emotion)1] [Object1] be [Location1] and [Adjective(emotion)2] [Object2] be [Location2]","structure_reason": "The common syntax structure of the sentences is a coordinated compound sentence where two independent clauses are joined by the coordinating conjunction 'and'. Each independent clause follows the pattern of [Adjective(emotion)] [Object] is on the [Location].","swapped_elements":["Adjective(emotion)1","Adjective(emotion)2"],"swapped_elements_reason": "In the first sentence, 'happy' is used as [Adjective(emotion)1] and 'upset' is used as [Adjective(emotion)2]. In the second sentence, 'upset' is used as [Adjective(emotion)1] and 'happy' is used as [Adjective(emotion)2]. The elements [Adjective(emotion)1] and [Adjective(emotion)2] are swapped between the two sentences."}	For example, new_text_1 = \the happy one is on the left and the upset one is on the right\". Only Swap the \"the happy\" and \"the upset\" and keep the other words unchanged to generate \"new_text_2\"=\"the upset one is on the left and the happy one is on the right\" "
100	100_v2	the happy one is on the left and the upset one is on the right	the upset one is on the left and the happy one is on the right	no-tag	[Adjective(emotion)1] [Object1] is [Location1] and [Adjective(emotion)2] [Object2] is [Location2]	[Adjective(emotion)1] [Object1] and [Adjective(emotion)2] [Object2]	{"structure": "[Adjective(emotion)1] [Object1] is [Location1] and [Adjective(emotion)2] [Object2] is [Location2]","structure_reason": "The common syntax structure of the sentences is a coordinated compound sentence where two independent clauses are joined by the coordinating conjunction 'and'. Each independent clause follows the pattern of [Adjective(emotion)] [Object] is on the [Location].","swapped_elements": ["[Adjective(emotion)1] [Object1]", "[Adjective(emotion)2] [Object2]"],"swapped_elements_reason": "In the first sentence, 'happy one' is used as [Adjective(emotion)1] and [Object1], and 'upset one' is used as [Adjective(emotion)2] and [Object2]. In the second sentence, 'upset one' is used as [Adjective(emotion)1] and [Object1], and 'happy one' is used as [Adjective(emotion)2] and [Object2]. The elements [Adjective(emotion)1] [Object1] and [Adjective(emotion)2] [Object2] are swapped between the two sentences."}	For example, new_text_1 = \the happy one is on the left and the upset one is on the right\". Only Swap the \"the happy one\" and \"the upset one\" and keep the other words unchanged to generate \"new_text_2\"=\"the upset one is on the left and the happy one is on the right\" "
101	101_v2	fake mustache and real hair on head	fake hair on head and real mustache	no-tag	fake [object1] and real [object2]	the order of the object phrases	{"structure": "fake [object1] and real [object2]","structure_reason": "The common syntax structure of the two sentences involves two adjectives - 'fake' and 'real' - followed by two object phrases - 'mustache and real hair on head' or 'hair on head and real mustache.'","swapped_elements": "the order of the object phrases","swapped_elements_reason": "The two sentences have the same structure but the order of the object phrases is swapped between the two sentences. In the first sentence, the object phrases are 'mustache and real hair on head,' while in the second sentence, the object phrases are 'hair on head and real mustache'. Thus, the elements that are swapped between the two sentences are the order of the object phrases."}	For example, new_text_1 = \fake mustache and real hair on head\". Only Swap the \"mustache\" and \"hair on head\" and keep the other words unchanged to generate \"new_text_2\"=\"fake hair on head and real mustache\" "
102	102	real cat with toy baby	toy cat with real baby	no-tag	real [object1] with toy [object2]	the order of the object phrases	{"structure": "real [object1] with toy [object2]","structure_reason": "The common syntax structure of the two sentences involves two object phrases - 'real cat with toy baby' or 'toy cat with real baby' - with an adjective modifying the first object phrase.","swapped_elements": "the order of the object phrases","swapped_elements_reason": "The two sentences have the same structure but the order of the object phrases is swapped between the two sentences. In the first sentence, the object phrases are 'real cat with toy baby,' while in the second sentence, the object phrases are 'toy cat with real baby'. Thus, the elements that are swapped between the two sentences are the order of the object phrases."}	For example, new_text_1 = \real cat with toy baby\". Only Swap the \"cat\" and \"baby\" and keep the other words unchanged to generate \"new_text_2\"=\"toy cat with real baby\" "
104	104	there is a pink couch with green pillows	there is a green couch with pink pillows	no-tag	(there be) [adjective(color)1] [subject] with [adjective(color)2] [object]	[adjective(color)1] and [adjective(color)2]	{"structure": "(there be) [adjective(color)1] [subject] with [adjective(color)2] [object]","structure_reason": "The common syntax structure of the two sentences is that they both use the same existential sentence pattern with two adjectives describing the colors of a couch and its pillows. The subject is implied as 'there', and the two adjectives are 'pink' and 'green' in the first sentence, and 'green' and 'pink' in the second sentence. The two sentences are also linked by the preposition 'with', indicating a relationship between the couch and its pillows.","swapped_elements": "[adjective(color)1] and [adjective(color)2]","swapped_elements_reason": "The two sentences have swapped the adjectives used to describe the colors of the couch and its pillows. In the first sentence, the couch is described as 'pink' and the pillows are described as 'green', while in the second sentence, the couch is described as 'green' and the pillows are described as 'pink'. The two elements are swapped to create a contrast between the situations described in the two sentences, emphasizing the different colors of the couch and its pillows."}	For example, new_text_1 = \there is a pink couch with green pillows\". Only Swap the \"pink\" and \"green\" and keep the other words unchanged to generate \"new_text_2\"=\"there is a green couch with pink pillows\" "
105	105	light colored dog with dark colored cat	dark colored dog with light colored cat	no-tag	(there be) [Adjective(color)1] [Subject] with [Adjective(color)2] [Object]	[Adjective(color)1] and [Adjective(color)2]	{"structure": "(there be) [Adjective(color)1] [Subject] with [Adjective(color)2] [Object]","structure_reason": "The common syntax structure of the two sentences is that they both use the same existential sentence pattern with two adjectives describing the colors of two animals. The subject is implied as 'there', and the two adjectives are 'light colored' and 'dark colored' in the first sentence, and 'dark colored' and 'light colored' in the second sentence. The two sentences are also linked by the preposition 'with', indicating a relationship between the two animals. The first sentence describes a 'light colored dog' being together with a 'dark colored cat', while the second sentence describes a 'dark colored dog' being together with a 'light colored cat'.","swapped_elements": "[Adjective(color)1] and [Adjective(color)2]","swapped_elements_reason": "The two sentences have swapped the adjectives used to describe the colors of the dog and the cat. In the first sentence, the dog is described as 'light colored' and the cat is described as 'dark colored', while in the second sentence, the dog is described as 'dark colored' and the cat is described as 'light colored'. The two elements are swapped to create a contrast between the situations described in the two sentences, emphasizing the different colors of the dog and the cat."}	For example, new_text_1 = \light colored dog with dark colored cat\". Only Swap the \"light colored\" and \"dark colored\" and keep the other words unchanged to generate \"new_text_2\"=\"dark colored dog with light colored cat\" "
106	106	someone is wearing a black hat and yellow shirt	someone is wearing a yellow hat and black shirt	no-tag	[Subject] be wearing [Adjective(color)1] [Dress1] and [Adjective(color)2] [Dress2]	[Adjective(color)1] and [Adjective(color)2]	{"structure": "[Subject] be wearing [Adjective(color)1] [Dress1] and [Adjective(color)2] [Dress2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with a subject, a verb of being (is/are), and two phrases describing the clothes being worn by the subject. Both sentences describe the clothes in terms of their colors and the items of clothing themselves. The only difference between the two sentences is the colors and items of clothing being worn, which are swapped between the two sentences.","swapped_elements": "[Adjective(color)1] and [Adjective(color)2]","swapped_elements_reason": "The two sentences have swapped the colors and items of clothing being worn. In the first sentence, the person is wearing a black hat and yellow shirt, while in the second sentence, the person is wearing a yellow hat and black shirt. The colors and items of clothing are swapped to create a contrast between the two situations described in the two sentences, emphasizing the different colors and items of clothing being worn by the person."}	For example, new_text_1 = \someone is wearing a black hat and yellow shirt\". Only Swap the \"black\" and \"yellow\" and keep the other words unchanged to generate \"new_text_2\"=\"someone is wearing a yellow hat and black shirt\" "
107	107_v2	someone is wearing black socks and orange shoes	someone is wearing orange socks and black shoes	no-tag	[Subject] be wearing [Adjective(color)1] [Dress1] and [Adjective(color)2] [Dress2]	[Adjective(color)1] and [Adjective(color)2]	{"structure": "[Subject] be wearing [Adjective(color)1] [Dress1] and [Adjective(color)2] [Dress2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with a subject, a verb of being (is/are), and two phrases describing the items of clothing being worn by the subject. Both sentences describe the items of clothing in terms of their colors and the items themselves. The only difference between the two sentences is the colors and items of clothing being worn, which are swapped between the two sentences.","swapped_elements": "[Adjective(color)1] and [Adjective(color)2]","swapped_elements_reason": "The two sentences have swapped the colors and items of clothing being worn. In the first sentence, the person is wearing black socks and orange shoes, while in the second sentence, the person is wearing orange socks and black shoes. The colors and items of clothing are swapped to create a contrast between the two situations described in the two sentences, emphasizing the different colors and items of clothing being worn by the person."}	For example, new_text_1 = \someone is wearing black socks and orange shoes\". Only Swap the \"black\" and \"orange\" and keep the other words unchanged to generate \"new_text_2\"=\"someone is wearing orange socks and black shoes\" "
108	108_v2	there is a red building with white shutters	there is a white building with red shutters	no-tag	(there be) [Adjective(color)1] [Subject] with [Adjective(color)2] [Object]	[Adjective(color)1] and [Adjective(color)2], [object] and [subject]	{"structure": "(there be) [Adjective(color)1] [Subject] with [Adjective(color)2] [Object]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with the phrase 'there is' followed by a description of a building. Both sentences describe the building in terms of its two colors and two elements of the building: the building itself and the shutters. The only difference between the two sentences is the colors and elements of the building being described, which are swapped between the two sentences.","swapped_elements": "[Adjective(color)1] and [Adjective(color)2], [object] and [subject]","swapped_elements_reason": "The two sentences have swapped the colors and elements of the building being described. In the first sentence, the building is described as red with white shutters, while in the second sentence, the building is described as white with red shutters. The colors and elements of the building are swapped to create a contrast between the two situations described in the two sentences, emphasizing the different colors and elements of the building."}	For example, new_text_1 = \there is a red building with white shutters\". Only Swap the \"red\" and \"white\" and keep the other words unchanged to generate \"new_text_2\"=\"there is a white building with red shutters\" "
109	109_v2	someone is wearing blue pants and green top	someone is wearing green pants and blue top	no-tag	[Subject] be wearing [Adjective(color)1] [Dress1] and [Adjective(color)2] [Dress2]	[Adjective(color)1] and [Adjective(color)2]	{"structure": "[Subject] be wearing [Adjective(color)1] [Dress1] and [Adjective(color)2] [Dress2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with a subject, a verb of being (is/are), and two phrases describing the clothing being worn by the subject. Both sentences describe the clothing in terms of their colors and the items of clothing themselves. The only difference between the two sentences is the colors and items of clothing being worn, which are swapped between the two sentences.","swapped_elements": "[Adjective(color)1] and [Adjective(color)2]","swapped_elements_reason": "The two sentences have swapped the colors and items of clothing being worn. In the first sentence, the person is wearing blue pants and green top, while in the second sentence, the person is wearing green pants and blue top. The colors and items of clothing are swapped to create a contrast between the two situations described in the two sentences, emphasizing the different colors and items of clothing being worn by the person."}	For example, new_text_1 = \someone is wearing blue pants and green top\". Only Swap the \"blue\" and \"green\" and keep the other words unchanged to generate \"new_text_2\"=\"someone is wearing green pants and blue top\" "
112	112	the red team kicking the ball directly next to the blue team	the blue team kicking the ball directly next to the red team	no-tag	[Adjective(color)1] [Subject] [Action] [Location] [Adjective(color)2] [Object]	[Adjective(color)1] [Subject] and [Adjective(color)2] [Object]	{"structure": "[Adjective(color)1] [Subject] [Action] [Location] [Adjective(color)2] [Object]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with a description of a team's color, the subject of the sentence, an action of kicking a ball, a prepositional phrase indicating the direction of the kick, and a description of the other team's color. Both sentences describe a situation where two teams, the red team and the blue team, are next to each other and kicking the ball, with the subject, two adjectives, and the object swapped between the two sentences.","swapped_elements": "[Adjective(color)1] [Subject] and [Adjective(color)2] [Object]","swapped_elements_reason": "The two sentences have swapped the subject, two adjectives, and the object, with the first sentence describing the red team kicking the ball next to the blue team, while the second sentence describing the blue team kicking the ball next to the red team. The subject, two adjectives, and the object are swapped to create a contrast between the two situations described in the two sentences, emphasizing the different teams and their roles and colors in relation to the ball."}	For example, new_text_1 = \the red team kicking the ball directly next to the blue team\". Only Swap the \"red\" and \"blue\" and keep the other words unchanged to generate \"new_text_2\"=\"the blue team kicking the ball directly next to the red team\" "
115	115	person in white is reading the orange book	person in orange is reading the white book	no-tag	[Subject] (in/wearing/with) [Adjective(color)1] [Dress] [Action] [Adjective(color)2] [Object]	[Adjective(color)1] and [Adjective(color)2]	{"structure": "[Subject] (in/wearing/with) [Adjective(color)1] [Dress] [Action] [Adjective(color)2] [Object]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with a subject (a person), a prepositional phrase indicating clothing color or style, an action (reading), and an object (a book), with each of these elements described through the use of adjectives. Both sentences describe a person wearing or in clothing of a certain color reading a book, with the colors of the clothing and the books swapped between the two sentences.","swapped_elements": "[Adjective(color)1] and [Adjective(color)2]","swapped_elements_reason": "The two sentences have swapped the colors of the person's clothing and the book being read, as well as the order of the descriptions of clothing. In the first sentence, the person is in white clothing and reading an orange book, while in the second sentence, the person is in orange clothing and reading a white book. The colors of the clothing and the book are swapped to create a contrast between the two situations described in the two sentences, emphasizing the different colors of the clothing and the book. The order of the descriptions of clothing is also swapped to maintain the syntax of the sentence while still emphasizing the swap in colors."}	For example, new_text_1 = \person in white is reading the orange book\". Only Swap the \"white\" and \"orange\" and keep the other words unchanged to generate \"new_text_2\"=\"person in orange is reading the white book\" "
117	117	the circular mirror is on the left and the rectangular mirror is on the right	the rectangular mirror is on the left and the circular mirror is on the right	no-tag	[Adjective(shape)1] [Object1] [Location1] and [Adjective(shape)2] [Object2] [Location2]	[Adjective(shape)1] and [Adjective(shape)2]	{"structure": "[Adjective(shape)1] [Object1] [Location1] and [Adjective(shape)2] [Object2] [Location2]","structure_reason": "The common syntax structure of the sentences is a coordinated compound sentence where two independent clauses are joined by the coordinating conjunction 'and'. Each independent clause follows the pattern of [Adjective(shape)] [Object] [Location].","swapped_elements": ["Adjective(shape)1", "Adjective(shape)2"],"swapped_elements_reason": "In the first sentence, 'circular' is used as [Adjective(shape)1] and 'rectangular' is used as [Adjective(shape)2]. In the second sentence, 'rectangular' is used as [Adjective(shape)1] and 'circular' is used as [Adjective(shape)2]. The elements [Adjective(shape)1] and [Adjective(shape)2] are swapped between the two sentences."}	For example, new_text_1 = \the circular mirror is on the left and the rectangular mirror is on the right\". Only Swap the \"circular\" and \"rectangular\" and keep the other words unchanged to generate \"new_text_2\"=\"the rectangular mirror is on the left and the circular mirror is on the right\" "
120	120	the balloon in the middle has less air and the other balloons have more air	the balloon in the middle has more air and the other balloons have less air	no-tag	[object] [location1] [size1] and [object] [location2] [size2]	[size1] and [size2]	{"structure": "[object] [location1] [size1] and [object] [location2] [size2]","structure_reason": "The common syntax structure of the sentences is a coordinated compound sentence where two independent clauses are joined by the coordinating conjunction 'and'. Each independent clause follows the pattern of [object] [location] [size].","swapped_elements": ["size1", "size2"],"swapped_elements_reason": "In the first sentence, 'less air' is used as [size1] and 'more air' is used as [size2]. In the second sentence, 'more air' is used as [size1] and 'less air' is used as [size2]. The elements [size1] and [size2] are swapped between the two sentences."}	For example, new_text_1 = \the balloon in the middle has less air and the other balloons have more air\". Only Swap the \"has less air\" and \"have more air\" and keep the other words unchanged to generate \"new_text_2\"=\"the balloon in the middle has more air and the other balloons have less air\" "
122	122	big fish beside a small person	small fish beside a big person	no-tag	[Adjective(size)1] [object1] beside/on/beneath/left/right/front/behind [Adjective(size)2] [object2]	[Adjective(size)1] and [Adjective(size)2]	{"structure": "[Adjective(size)1] [object1] beside/on/beneath/left/right/front/behind [Adjective(size)2] [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a simple sentence pattern to describe a scene where two objects are positioned relative to each other, with one object being described as big and the other as small. The sentences describe a scene where a big fish and a small person are positioned relative to each other. The only difference between the two sentences is the identity of the subject and the object.","swapped_elements": "[Adjective(size)1] and [Adjective(size)2]","swapped_elements_reason": "The two sentences have swapped the positions of the adjectives used to describe the size of the objects. In the first sentence, the big object is the fish and the small object is the person, while in the second sentence, the big object is the person and the small object is the fish. This swap highlights the different objects being positioned relative to each other and their different sizes. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence emphasizing the big fish beside the small person, while the second sentence emphasizes the small fish beside the big person. However, the sentence structure remains the same."}	For example, new_text_1 = \big fish beside a small person\". Only Swap the \"big\" and \"small\" and keep the other words unchanged to generate \"new_text_2\"=\"small fish beside a big person\" "
123	123_v2	the train is moving fast while the person is still	the person is moving fast while the train is still	no-tag	[object1] [action] fast while/and [object2] is still/slow	[object1] and [object2]	{"structure": "[object1] [action] fast while/and [object2] is still/slow","structure_reason": "The common syntax structure of the two sentences is a simple sentence that involves a subject ([object1]), a copular verb ([action]), and two adverbial phrases that use a conjunction to connect the contrasting states of the train and the person ([fast while/and is still/slow]). The sentences describe the relative motion of the train and the person.","swapped_elements": "[object1] and [object2]","swapped_elements_reason": "The two sentences have the same structure, but the objects or subjects in the sentences are swapped. In the first sentence, 'the train' is moving fast while 'the person' is still. In the second sentence, 'the person' is moving fast while 'the train' is still. Thus, the elements that are swapped between the two sentences are the objects or subjects in the sentences that describe the relative motion of the train and the person."}	For example, new_text_1 = \the train is moving fast while the person is still\". Only Swap the \"the train\" and \"the person\" and keep the other words unchanged to generate \"new_text_2\"=\"the person is moving fast while the train is still\" "
124	124_v2	students are enjoying hot water on a cold day	students are enjoying cold water on a hot day	no-tag	[subject] [action] [Adjective (temperature)1] [object] on a [Adjective (temperature)2] day	the order of the temperature adjectives in the noun phrases	{ "structure": "[subject] [action] [Adjective (temperature)1] [object] on a [Adjective (temperature)2] day", "structure_reason": "The common syntax structure of the two sentences involves a subject - 'students' - followed by an action - 'are enjoying' - and two noun phrases that describe the temperature of the object and the day - 'hot water on a cold day' or 'cold water on a hot day.'", "swapped_elements": "the order of the temperature adjectives in the noun phrases", "swapped_elements_reason": "The two sentences have the same structure but the order of the temperature adjectives in the noun phrases is swapped between the two sentences. In the first sentence, the noun phrase is 'hot water on a cold day,' while in the second sentence, the noun phrase is 'cold water on a hot day'. Thus, the elements that are swapped between the two sentences are the order of the temperature adjectives in the noun phrases."}	For example, new_text_1 = \students are enjoying hot water on a cold day\". Only Swap the \"hot\" and \"cold\" and keep the other words unchanged to generate \"new_text_2\"=\"students are enjoying cold water on a hot day\" "
125	125	concrete floors with wood walls	wood floors with concrete walls	no-tag	[Adjective(texture)1][object1] with [Adjective(texture)2][object2]	[Adjective(texture)1] and [Adjective(texture)2]	{"structure": "[Adjective(texture)1][object1] with [Adjective(texture)2][object2]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a description of the materials and textures of two architectural elements. The sentences describe the floors and walls of a space.","swapped_elements": "[Adjective(texture)1] and [Adjective(texture)2]","swapped_elements_reason": "The two sentences have the same structure, but with the descriptions of the textures swapped. In the first sentence, the floors are concrete and the walls are wood, while in the second sentence, the floors are wood and the walls are concrete. Thus, the elements that are swapped between the two sentences are the descriptions of the textures, which are represented by [Adjective(texture)1] and [Adjective(texture)2]."}	For example, new_text_1 = \concrete floors with wood walls\". Only Swap the \"concrete\" and \"wood\" and keep the other words unchanged to generate \"new_text_2\"=\"wood floors with concrete walls\" "
